,corpus,model,topic,rater,intrusion,confidence
8847,nytimes,dvae,35,131,1,1
8848,nytimes,dvae,35,132,1,1
8849,nytimes,dvae,35,137,1,1
8850,nytimes,dvae,35,139,1,1
8851,nytimes,dvae,35,140,1,1
8852,nytimes,dvae,35,141,1,1
8853,nytimes,dvae,35,142,1,1
8854,nytimes,dvae,35,154,1,1
8855,nytimes,dvae,35,156,1,1
8856,nytimes,dvae,12,11,1,1
8857,nytimes,dvae,12,15,1,1
8858,nytimes,dvae,12,17,1,1
8859,nytimes,dvae,12,22,1,1
8860,nytimes,dvae,12,30,1,1
8861,nytimes,dvae,12,33,1,1
8862,nytimes,dvae,12,34,1,1
8863,nytimes,dvae,12,37,1,1
8864,nytimes,dvae,12,42,1,1
8865,nytimes,dvae,12,47,1,1
8866,nytimes,dvae,12,51,1,1
8867,nytimes,dvae,12,52,1,1
8868,nytimes,dvae,12,53,1,1
8869,nytimes,dvae,12,56,1,1
8870,nytimes,dvae,12,57,1,1
8871,nytimes,dvae,12,63,1,1
8872,nytimes,dvae,12,69,1,1
8873,nytimes,dvae,12,71,1,1
8874,nytimes,dvae,12,79,1,1
8875,nytimes,dvae,12,82,1,1
8876,nytimes,dvae,12,87,1,1
8877,nytimes,dvae,12,88,1,1
8878,nytimes,dvae,12,93,1,1
8879,nytimes,dvae,12,94,1,1
8880,nytimes,dvae,12,97,1,1
8881,nytimes,dvae,12,98,1,1
8882,nytimes,dvae,12,105,1,1
8883,nytimes,dvae,12,117,1,1
8884,nytimes,dvae,12,119,1,1
8885,nytimes,dvae,12,133,1,1
8886,nytimes,dvae,12,138,1,1
8887,nytimes,dvae,12,147,1,1
8888,nytimes,dvae,12,158,1,1
8889,nytimes,dvae,12,160,1,1
8890,nytimes,dvae,3,0,1,1
8891,nytimes,dvae,3,1,1,1
8892,nytimes,dvae,3,4,1,1
8893,nytimes,dvae,3,5,1,1
8894,nytimes,dvae,3,7,1,1
8895,nytimes,dvae,3,11,1,1
8896,nytimes,dvae,3,14,1,1
8897,nytimes,dvae,3,20,1,1
8898,nytimes,dvae,3,22,1,1
8899,nytimes,dvae,3,23,1,1
8900,nytimes,dvae,3,28,1,1
8901,nytimes,dvae,3,30,1,0
8902,nytimes,dvae,3,33,1,1
8903,nytimes,dvae,3,35,1,1
8904,nytimes,dvae,3,41,1,1
8905,nytimes,dvae,3,45,1,1
8906,nytimes,dvae,3,46,1,1
8907,nytimes,dvae,3,52,1,1
8908,nytimes,dvae,3,55,1,1
8909,nytimes,dvae,3,56,1,0
8910,nytimes,dvae,3,59,1,1
8911,nytimes,dvae,3,60,1,1
8912,nytimes,dvae,3,61,1,1
8913,nytimes,dvae,3,65,1,1
8914,nytimes,dvae,3,69,1,1
8915,nytimes,dvae,3,75,1,1
8916,nytimes,dvae,3,76,1,1
8917,nytimes,dvae,3,79,1,1
8918,nytimes,dvae,3,84,1,1
8919,nytimes,dvae,3,85,1,1
8920,nytimes,dvae,3,88,1,0
8921,nytimes,dvae,3,90,1,1
8922,nytimes,dvae,3,92,1,1
8923,nytimes,dvae,3,93,1,1
8924,nytimes,dvae,3,94,1,1
8925,nytimes,dvae,3,98,1,1
8926,nytimes,dvae,3,100,1,1
8927,nytimes,dvae,3,102,1,1
8928,nytimes,dvae,3,103,1,1
8929,nytimes,dvae,3,105,1,1
8930,nytimes,dvae,3,107,1,1
8931,nytimes,dvae,3,109,1,1
8932,nytimes,dvae,3,116,1,1
8933,nytimes,dvae,3,119,1,0
8934,nytimes,dvae,3,124,1,1
8935,nytimes,dvae,3,125,1,1
8936,nytimes,dvae,3,126,1,1
8937,nytimes,dvae,3,128,1,1
8938,nytimes,dvae,3,131,0,1
8939,nytimes,dvae,3,136,1,1
8940,nytimes,dvae,3,138,1,1
8941,nytimes,dvae,3,140,1,1
8942,nytimes,dvae,3,142,1,1
8943,nytimes,dvae,3,145,0,1
8944,nytimes,dvae,3,146,1,1
8945,nytimes,dvae,3,148,1,0
8946,nytimes,dvae,3,158,1,1
8947,nytimes,dvae,3,159,1,0
8948,nytimes,dvae,29,11,1,0
8949,nytimes,dvae,29,12,1,0
8950,nytimes,dvae,29,13,1,0
8951,nytimes,dvae,29,17,1,0
8952,nytimes,dvae,29,24,1,0
8953,nytimes,dvae,29,38,1,1
8954,nytimes,dvae,29,42,0,0
8955,nytimes,dvae,29,44,0,0
8956,nytimes,dvae,29,47,1,0
8957,nytimes,dvae,29,49,1,0
8958,nytimes,dvae,29,56,0,0
8959,nytimes,dvae,29,58,1,1
8960,nytimes,dvae,29,68,1,0
8961,nytimes,dvae,29,69,1,0
8962,nytimes,dvae,29,70,1,0
8963,nytimes,dvae,29,73,1,0
8964,nytimes,dvae,29,79,0,0
8965,nytimes,dvae,29,84,1,0
8966,nytimes,dvae,29,85,1,1
8967,nytimes,dvae,29,87,0,0
8968,nytimes,dvae,29,90,1,1
8969,nytimes,dvae,29,95,1,0
8970,nytimes,dvae,29,99,1,1
8971,nytimes,dvae,29,102,1,1
8972,nytimes,dvae,29,103,1,1
8973,nytimes,dvae,29,108,1,1
8974,nytimes,dvae,29,109,1,0
8975,nytimes,dvae,29,117,1,0
8976,nytimes,dvae,29,119,1,0
8977,nytimes,dvae,29,122,1,0
8978,nytimes,dvae,29,126,1,0
8979,nytimes,dvae,29,127,1,1
8980,nytimes,dvae,29,132,0,0
8981,nytimes,dvae,29,133,1,1
8982,nytimes,dvae,29,139,1,0
8983,nytimes,dvae,29,144,1,1
8984,nytimes,dvae,29,152,1,1
8985,nytimes,dvae,34,1,1,1
8986,nytimes,dvae,34,2,0,0
8987,nytimes,dvae,34,4,1,1
8988,nytimes,dvae,34,6,1,1
8989,nytimes,dvae,34,13,1,1
8990,nytimes,dvae,34,14,1,1
8991,nytimes,dvae,34,18,1,1
8992,nytimes,dvae,34,23,1,1
8993,nytimes,dvae,34,25,1,1
8994,nytimes,dvae,34,29,1,1
8995,nytimes,dvae,34,31,1,0
8996,nytimes,dvae,34,37,1,0
8997,nytimes,dvae,34,43,1,1
8998,nytimes,dvae,34,56,1,1
8999,nytimes,dvae,34,57,1,1
9000,nytimes,dvae,34,64,1,1
9001,nytimes,dvae,34,71,1,1
9002,nytimes,dvae,34,72,1,1
9003,nytimes,dvae,34,82,0,1
9004,nytimes,dvae,34,86,1,1
9005,nytimes,dvae,34,89,1,1
9006,nytimes,dvae,34,90,1,1
9007,nytimes,dvae,34,96,1,1
9008,nytimes,dvae,34,104,1,1
9009,nytimes,dvae,34,106,0,1
9010,nytimes,dvae,34,110,1,1
9011,nytimes,dvae,34,112,1,1
9012,nytimes,dvae,34,121,1,1
9013,nytimes,dvae,34,132,1,1
9014,nytimes,dvae,34,133,0,1
9015,nytimes,dvae,34,136,1,1
9016,nytimes,dvae,34,140,0,1
9017,nytimes,dvae,34,143,0,1
9018,nytimes,dvae,34,144,1,1
9019,nytimes,dvae,34,145,1,1
9020,nytimes,dvae,34,146,1,1
9021,nytimes,dvae,34,149,1,1
9022,nytimes,dvae,34,153,1,1
9023,nytimes,dvae,34,160,0,1
9024,nytimes,dvae,45,6,1,1
9025,nytimes,dvae,45,14,1,1
9026,nytimes,dvae,45,15,1,1
9027,nytimes,dvae,45,22,1,1
9028,nytimes,dvae,45,31,1,1
9029,nytimes,dvae,45,36,1,1
9030,nytimes,dvae,45,39,1,1
9031,nytimes,dvae,45,44,1,1
9032,nytimes,dvae,45,52,1,1
9033,nytimes,dvae,45,53,1,1
9034,nytimes,dvae,45,54,1,1
9035,nytimes,dvae,45,55,1,1
9036,nytimes,dvae,45,61,1,1
9037,nytimes,dvae,45,62,1,1
9038,nytimes,dvae,45,64,1,1
9039,nytimes,dvae,45,69,1,1
9040,nytimes,dvae,45,70,1,1
9041,nytimes,dvae,45,83,0,1
9042,nytimes,dvae,45,92,1,1
9043,nytimes,dvae,45,97,1,1
9044,nytimes,dvae,45,98,1,1
9045,nytimes,dvae,45,99,0,1
9046,nytimes,dvae,45,104,1,1
9047,nytimes,dvae,45,106,1,1
9048,nytimes,dvae,45,107,1,1
9049,nytimes,dvae,45,109,1,1
9050,nytimes,dvae,45,110,1,1
9051,nytimes,dvae,45,111,1,1
9052,nytimes,dvae,45,112,0,0
9053,nytimes,dvae,45,115,1,1
9054,nytimes,dvae,45,116,1,1
9055,nytimes,dvae,45,117,0,1
9056,nytimes,dvae,45,122,1,1
9057,nytimes,dvae,45,124,0,1
9058,nytimes,dvae,45,127,0,1
9059,nytimes,dvae,45,129,0,1
9060,nytimes,dvae,45,136,1,1
9061,nytimes,dvae,45,143,1,0
9062,nytimes,dvae,45,144,1,1
9063,nytimes,dvae,45,151,0,1
9064,nytimes,dvae,45,153,1,1
9065,nytimes,dvae,45,155,1,1
9066,nytimes,dvae,5,0,1,1
9067,nytimes,dvae,5,5,0,1
9068,nytimes,dvae,5,13,1,1
9069,nytimes,dvae,5,15,1,1
9070,nytimes,dvae,5,16,0,1
9071,nytimes,dvae,5,35,0,1
9072,nytimes,dvae,5,37,1,1
9073,nytimes,dvae,5,39,0,1
9074,nytimes,dvae,5,40,1,1
9075,nytimes,dvae,5,41,0,1
9076,nytimes,dvae,5,42,0,1
9077,nytimes,dvae,5,47,0,1
9078,nytimes,dvae,5,48,1,1
9079,nytimes,dvae,5,49,0,1
9080,nytimes,dvae,5,56,1,0
9081,nytimes,dvae,5,61,0,1
9082,nytimes,dvae,5,64,0,1
9083,nytimes,dvae,5,65,0,1
9084,nytimes,dvae,5,66,0,1
9085,nytimes,dvae,5,67,0,1
9086,nytimes,dvae,5,68,0,1
9087,nytimes,dvae,5,78,0,1
9088,nytimes,dvae,5,81,0,1
9089,nytimes,dvae,5,82,0,1
9090,nytimes,dvae,5,83,0,1
9091,nytimes,dvae,5,87,0,1
9092,nytimes,dvae,5,90,0,1
9093,nytimes,dvae,5,95,1,1
9094,nytimes,dvae,5,109,0,1
9095,nytimes,dvae,5,114,0,1
9096,nytimes,dvae,5,116,0,1
9097,nytimes,dvae,5,121,0,1
9098,nytimes,dvae,5,125,1,1
9099,nytimes,dvae,5,134,0,1
9100,nytimes,dvae,5,135,0,1
9101,nytimes,dvae,5,149,0,1
9102,nytimes,dvae,5,152,0,0
9103,nytimes,dvae,5,158,0,1
9104,nytimes,dvae,27,4,0,0
9105,nytimes,dvae,27,6,0,0
9106,nytimes,dvae,27,8,1,0
9107,nytimes,dvae,27,9,1,1
9108,nytimes,dvae,27,21,0,0
9109,nytimes,dvae,27,22,0,0
9110,nytimes,dvae,27,24,0,0
9111,nytimes,dvae,27,25,0,0
9112,nytimes,dvae,27,31,0,0
9113,nytimes,dvae,27,40,1,1
9114,nytimes,dvae,27,46,0,1
9115,nytimes,dvae,27,50,0,1
9116,nytimes,dvae,27,52,0,0
9117,nytimes,dvae,27,60,0,0
9118,nytimes,dvae,27,63,0,0
9119,nytimes,dvae,27,68,0,0
9120,nytimes,dvae,27,76,0,0
9121,nytimes,dvae,27,81,0,1
9122,nytimes,dvae,27,83,0,1
9123,nytimes,dvae,27,91,0,0
9124,nytimes,dvae,27,93,0,0
9125,nytimes,dvae,27,96,0,1
9126,nytimes,dvae,27,99,0,0
9127,nytimes,dvae,27,107,1,0
9128,nytimes,dvae,27,109,0,0
9129,nytimes,dvae,27,111,0,0
9130,nytimes,dvae,27,113,0,1
9131,nytimes,dvae,27,118,0,0
9132,nytimes,dvae,27,120,1,1
9133,nytimes,dvae,27,135,0,0
9134,nytimes,dvae,27,136,1,1
9135,nytimes,dvae,27,139,0,0
9136,nytimes,dvae,27,152,0,0
9137,nytimes,dvae,27,153,1,0
9138,nytimes,dvae,33,0,1,0
9139,nytimes,dvae,33,8,1,0
9140,nytimes,dvae,33,9,1,1
9141,nytimes,dvae,33,16,0,1
9142,nytimes,dvae,33,18,1,0
9143,nytimes,dvae,33,19,1,0
9144,nytimes,dvae,33,22,1,0
9145,nytimes,dvae,33,24,1,1
9146,nytimes,dvae,33,34,0,0
9147,nytimes,dvae,33,35,1,0
9148,nytimes,dvae,33,40,1,1
9149,nytimes,dvae,33,43,1,0
9150,nytimes,dvae,33,51,1,1
9151,nytimes,dvae,33,57,1,1
9152,nytimes,dvae,33,65,1,0
9153,nytimes,dvae,33,70,1,1
9154,nytimes,dvae,33,71,1,0
9155,nytimes,dvae,33,74,1,0
9156,nytimes,dvae,33,77,1,1
9157,nytimes,dvae,33,79,1,0
9158,nytimes,dvae,33,81,0,1
9159,nytimes,dvae,33,83,1,1
9160,nytimes,dvae,33,84,0,0
9161,nytimes,dvae,33,89,1,1
9162,nytimes,dvae,33,91,0,0
9163,nytimes,dvae,33,92,1,1
9164,nytimes,dvae,33,103,1,1
9165,nytimes,dvae,33,112,1,0
9166,nytimes,dvae,33,114,0,0
9167,nytimes,dvae,33,118,1,1
9168,nytimes,dvae,33,122,0,0
9169,nytimes,dvae,33,125,0,0
9170,nytimes,dvae,33,132,1,0
9171,nytimes,dvae,33,134,0,1
9172,nytimes,dvae,33,136,1,1
9173,nytimes,dvae,33,149,1,0
9174,nytimes,dvae,33,151,1,0
9175,nytimes,dvae,33,152,0,0
9176,nytimes,dvae,33,160,0,0
9177,nytimes,dvae,10,0,1,1
9178,nytimes,dvae,10,2,0,1
9179,nytimes,dvae,10,5,1,1
9180,nytimes,dvae,10,11,1,1
9181,nytimes,dvae,10,12,1,1
9182,nytimes,dvae,10,17,1,1
9183,nytimes,dvae,10,20,0,1
9184,nytimes,dvae,10,25,1,1
9185,nytimes,dvae,10,32,0,1
9186,nytimes,dvae,10,33,1,1
9187,nytimes,dvae,10,40,1,1
9188,nytimes,dvae,10,42,1,1
9189,nytimes,dvae,10,49,1,1
9190,nytimes,dvae,10,57,1,1
9191,nytimes,dvae,10,58,1,1
9192,nytimes,dvae,10,60,1,1
9193,nytimes,dvae,10,61,1,1
9194,nytimes,dvae,10,62,1,1
9195,nytimes,dvae,10,68,1,1
9196,nytimes,dvae,10,69,1,1
9197,nytimes,dvae,10,71,1,1
9198,nytimes,dvae,10,72,1,1
9199,nytimes,dvae,10,74,1,1
9200,nytimes,dvae,10,80,1,1
9201,nytimes,dvae,10,82,1,1
9202,nytimes,dvae,10,95,0,1
9203,nytimes,dvae,10,100,1,1
9204,nytimes,dvae,10,107,1,1
9205,nytimes,dvae,10,113,1,1
9206,nytimes,dvae,10,118,1,1
9207,nytimes,dvae,10,119,1,1
9208,nytimes,dvae,10,126,1,1
9209,nytimes,dvae,10,131,1,1
9210,nytimes,dvae,10,142,1,1
9211,nytimes,dvae,10,151,1,1
9212,nytimes,dvae,10,155,1,1
9213,nytimes,dvae,10,156,1,1
9214,nytimes,dvae,10,157,0,1
9215,nytimes,dvae,10,158,1,1
9216,nytimes,dvae,10,159,1,1
9217,nytimes,dvae,24,2,1,0
9218,nytimes,dvae,24,4,1,1
9219,nytimes,dvae,24,5,1,1
9220,nytimes,dvae,24,10,1,1
9221,nytimes,dvae,24,17,1,1
9222,nytimes,dvae,24,29,1,1
9223,nytimes,dvae,24,31,1,1
9224,nytimes,dvae,24,38,1,1
9225,nytimes,dvae,24,40,1,1
9226,nytimes,dvae,24,42,1,1
9227,nytimes,dvae,24,46,1,1
9228,nytimes,dvae,24,48,1,1
9229,nytimes,dvae,24,52,1,1
9230,nytimes,dvae,24,58,1,1
9231,nytimes,dvae,24,65,1,1
9232,nytimes,dvae,24,72,1,1
9233,nytimes,dvae,24,76,1,1
9234,nytimes,dvae,24,77,1,1
9235,nytimes,dvae,24,81,1,1
9236,nytimes,dvae,24,85,1,1
9237,nytimes,dvae,24,88,1,1
9238,nytimes,dvae,24,93,1,1
9239,nytimes,dvae,24,97,1,1
9240,nytimes,dvae,24,103,1,1
9241,nytimes,dvae,24,106,1,1
9242,nytimes,dvae,24,109,1,1
9243,nytimes,dvae,24,114,1,1
9244,nytimes,dvae,24,115,1,1
9245,nytimes,dvae,24,118,1,1
9246,nytimes,dvae,24,119,1,1
9247,nytimes,dvae,24,124,1,1
9248,nytimes,dvae,24,128,1,1
9249,nytimes,dvae,24,134,1,1
9250,nytimes,dvae,24,136,1,1
9251,nytimes,dvae,24,140,1,1
9252,nytimes,dvae,24,142,1,1
9253,nytimes,dvae,24,149,1,1
9254,nytimes,dvae,24,156,1,1
9255,nytimes,dvae,24,160,1,1
9256,nytimes,dvae,32,0,0,0
9257,nytimes,dvae,32,14,0,0
9258,nytimes,dvae,32,16,1,1
9259,nytimes,dvae,32,30,0,0
9260,nytimes,dvae,32,33,0,1
9261,nytimes,dvae,32,35,0,0
9262,nytimes,dvae,32,37,1,0
9263,nytimes,dvae,32,38,1,1
9264,nytimes,dvae,32,42,1,1
9265,nytimes,dvae,32,43,1,0
9266,nytimes,dvae,32,47,1,1
9267,nytimes,dvae,32,48,1,1
9268,nytimes,dvae,32,51,1,1
9269,nytimes,dvae,32,52,1,1
9270,nytimes,dvae,32,59,1,0
9271,nytimes,dvae,32,60,1,0
9272,nytimes,dvae,32,61,1,1
9273,nytimes,dvae,32,66,1,0
9274,nytimes,dvae,32,71,1,0
9275,nytimes,dvae,32,75,1,0
9276,nytimes,dvae,32,83,1,1
9277,nytimes,dvae,32,84,1,0
9278,nytimes,dvae,32,89,0,0
9279,nytimes,dvae,32,92,1,1
9280,nytimes,dvae,32,93,1,1
9281,nytimes,dvae,32,95,1,0
9282,nytimes,dvae,32,98,0,0
9283,nytimes,dvae,32,105,0,0
9284,nytimes,dvae,32,106,0,0
9285,nytimes,dvae,32,112,0,1
9286,nytimes,dvae,32,122,1,1
9287,nytimes,dvae,32,125,0,1
9288,nytimes,dvae,32,127,0,0
9289,nytimes,dvae,32,128,1,1
9290,nytimes,dvae,32,131,0,1
9291,nytimes,dvae,32,135,1,1
9292,nytimes,dvae,32,136,1,1
9293,nytimes,dvae,32,138,1,0
9294,nytimes,dvae,32,140,1,0
9295,nytimes,dvae,32,141,1,0
9296,nytimes,dvae,32,144,1,0
9297,nytimes,dvae,32,145,0,0
9298,nytimes,dvae,32,151,0,0
9299,nytimes,dvae,32,155,1,1
9300,nytimes,dvae,13,5,1,1
9301,nytimes,dvae,13,10,1,1
9302,nytimes,dvae,13,14,1,1
9303,nytimes,dvae,13,15,1,1
9304,nytimes,dvae,13,20,1,1
9305,nytimes,dvae,13,26,1,1
9306,nytimes,dvae,13,27,1,1
9307,nytimes,dvae,13,28,1,1
9308,nytimes,dvae,13,34,1,1
9309,nytimes,dvae,13,35,1,1
9310,nytimes,dvae,13,38,1,1
9311,nytimes,dvae,13,43,1,0
9312,nytimes,dvae,13,46,0,1
9313,nytimes,dvae,13,55,1,1
9314,nytimes,dvae,13,59,1,0
9315,nytimes,dvae,13,74,1,1
9316,nytimes,dvae,13,83,1,1
9317,nytimes,dvae,13,84,1,1
9318,nytimes,dvae,13,89,1,1
9319,nytimes,dvae,13,93,1,1
9320,nytimes,dvae,13,94,1,1
9321,nytimes,dvae,13,98,1,0
9322,nytimes,dvae,13,100,1,1
9323,nytimes,dvae,13,102,1,0
9324,nytimes,dvae,13,113,1,1
9325,nytimes,dvae,13,120,1,1
9326,nytimes,dvae,13,130,0,0
9327,nytimes,dvae,13,134,1,1
9328,nytimes,dvae,13,135,1,1
9329,nytimes,dvae,13,137,0,1
9330,nytimes,dvae,13,140,1,1
9331,nytimes,dvae,13,144,0,1
9332,nytimes,dvae,13,151,0,1
9333,nytimes,dvae,13,156,1,1
9334,nytimes,dvae,43,1,1,1
9335,nytimes,dvae,43,5,1,1
9336,nytimes,dvae,43,6,0,1
9337,nytimes,dvae,43,7,1,1
9338,nytimes,dvae,43,8,1,1
9339,nytimes,dvae,43,12,1,1
9340,nytimes,dvae,43,15,1,1
9341,nytimes,dvae,43,23,1,1
9342,nytimes,dvae,43,25,1,1
9343,nytimes,dvae,43,35,1,1
9344,nytimes,dvae,43,40,1,1
9345,nytimes,dvae,43,50,1,1
9346,nytimes,dvae,43,53,0,0
9347,nytimes,dvae,43,54,0,0
9348,nytimes,dvae,43,64,1,1
9349,nytimes,dvae,43,65,1,0
9350,nytimes,dvae,43,67,1,1
9351,nytimes,dvae,43,69,1,1
9352,nytimes,dvae,43,75,0,0
9353,nytimes,dvae,43,76,0,1
9354,nytimes,dvae,43,77,1,1
9355,nytimes,dvae,43,78,1,1
9356,nytimes,dvae,43,81,1,1
9357,nytimes,dvae,43,89,0,1
9358,nytimes,dvae,43,90,1,1
9359,nytimes,dvae,43,99,1,0
9360,nytimes,dvae,43,107,1,1
9361,nytimes,dvae,43,112,1,1
9362,nytimes,dvae,43,115,1,1
9363,nytimes,dvae,43,117,1,1
9364,nytimes,dvae,43,131,1,1
9365,nytimes,dvae,43,134,1,1
9366,nytimes,dvae,43,135,1,1
9367,nytimes,dvae,43,136,1,1
9368,nytimes,dvae,43,139,0,1
9369,nytimes,dvae,43,149,1,1
9370,nytimes,dvae,43,157,0,0
9371,nytimes,dvae,4,4,0,0
9372,nytimes,dvae,4,8,1,1
9373,nytimes,dvae,4,13,1,0
9374,nytimes,dvae,4,15,1,1
9375,nytimes,dvae,4,18,0,1
9376,nytimes,dvae,4,22,1,1
9377,nytimes,dvae,4,27,0,1
9378,nytimes,dvae,4,38,1,1
9379,nytimes,dvae,4,40,1,1
9380,nytimes,dvae,4,45,1,1
9381,nytimes,dvae,4,48,1,1
9382,nytimes,dvae,4,52,1,1
9383,nytimes,dvae,4,54,1,1
9384,nytimes,dvae,4,62,0,1
9385,nytimes,dvae,4,70,1,1
9386,nytimes,dvae,4,73,1,1
9387,nytimes,dvae,4,74,1,1
9388,nytimes,dvae,4,86,1,1
9389,nytimes,dvae,4,92,1,1
9390,nytimes,dvae,4,97,1,1
9391,nytimes,dvae,4,99,0,0
9392,nytimes,dvae,4,101,0,0
9393,nytimes,dvae,4,113,1,1
9394,nytimes,dvae,4,115,1,1
9395,nytimes,dvae,4,117,1,1
9396,nytimes,dvae,4,124,1,1
9397,nytimes,dvae,4,126,0,0
9398,nytimes,dvae,4,129,1,1
9399,nytimes,dvae,4,130,1,1
9400,nytimes,dvae,4,131,1,1
9401,nytimes,dvae,4,132,1,1
9402,nytimes,dvae,4,133,1,1
9403,nytimes,dvae,4,134,1,1
9404,nytimes,dvae,4,135,0,1
9405,nytimes,dvae,4,138,1,1
9406,nytimes,dvae,4,140,1,1
9407,nytimes,dvae,4,145,1,1
9408,nytimes,dvae,4,151,1,1
9409,nytimes,dvae,4,155,1,1
9410,nytimes,dvae,4,159,0,0
9411,nytimes,dvae,25,3,0,0
9412,nytimes,dvae,25,9,1,1
9413,nytimes,dvae,25,10,1,0
9414,nytimes,dvae,25,23,1,1
9415,nytimes,dvae,25,24,1,1
9416,nytimes,dvae,25,25,1,1
9417,nytimes,dvae,25,32,1,1
9418,nytimes,dvae,25,35,1,1
9419,nytimes,dvae,25,38,1,1
9420,nytimes,dvae,25,47,1,1
9421,nytimes,dvae,25,51,1,1
9422,nytimes,dvae,25,54,1,1
9423,nytimes,dvae,25,57,1,1
9424,nytimes,dvae,25,58,1,1
9425,nytimes,dvae,25,60,0,0
9426,nytimes,dvae,25,62,1,1
9427,nytimes,dvae,25,73,1,1
9428,nytimes,dvae,25,79,1,1
9429,nytimes,dvae,25,84,1,1
9430,nytimes,dvae,25,89,1,1
9431,nytimes,dvae,25,93,1,1
9432,nytimes,dvae,25,101,0,0
9433,nytimes,dvae,25,105,1,0
9434,nytimes,dvae,25,106,1,1
9435,nytimes,dvae,25,107,1,1
9436,nytimes,dvae,25,111,0,0
9437,nytimes,dvae,25,121,1,0
9438,nytimes,dvae,25,122,1,0
9439,nytimes,dvae,25,123,0,1
9440,nytimes,dvae,25,127,1,1
9441,nytimes,dvae,25,131,1,1
9442,nytimes,dvae,25,135,1,0
9443,nytimes,dvae,25,136,1,1
9444,nytimes,dvae,25,138,1,1
9445,nytimes,dvae,25,139,1,0
9446,nytimes,dvae,25,147,1,1
9447,nytimes,dvae,25,148,1,0
9448,nytimes,dvae,25,160,1,1
9449,nytimes,dvae,47,1,1,1
9450,nytimes,dvae,47,6,1,1
9451,nytimes,dvae,47,7,1,1
9452,nytimes,dvae,47,8,1,1
9453,nytimes,dvae,47,9,1,1
9454,nytimes,dvae,47,12,1,1
9455,nytimes,dvae,47,13,1,1
9456,nytimes,dvae,47,20,1,1
9457,nytimes,dvae,47,26,1,1
9458,nytimes,dvae,47,30,1,0
9459,nytimes,dvae,47,31,1,1
9460,nytimes,dvae,47,35,1,1
9461,nytimes,dvae,47,44,1,1
9462,nytimes,dvae,47,46,1,1
9463,nytimes,dvae,47,48,1,1
9464,nytimes,dvae,47,49,1,1
9465,nytimes,dvae,47,50,1,1
9466,nytimes,dvae,47,51,1,1
9467,nytimes,dvae,47,53,1,1
9468,nytimes,dvae,47,56,0,0
9469,nytimes,dvae,47,59,1,1
9470,nytimes,dvae,47,60,1,1
9471,nytimes,dvae,47,61,1,1
9472,nytimes,dvae,47,62,0,1
9473,nytimes,dvae,47,68,0,0
9474,nytimes,dvae,47,70,1,1
9475,nytimes,dvae,47,77,1,1
9476,nytimes,dvae,47,80,1,1
9477,nytimes,dvae,47,82,1,1
9478,nytimes,dvae,47,86,1,1
9479,nytimes,dvae,47,88,1,1
9480,nytimes,dvae,47,90,1,1
9481,nytimes,dvae,47,92,1,1
9482,nytimes,dvae,47,95,1,1
9483,nytimes,dvae,47,97,1,1
9484,nytimes,dvae,47,98,0,1
9485,nytimes,dvae,47,105,1,1
9486,nytimes,dvae,47,107,1,1
9487,nytimes,dvae,47,111,1,1
9488,nytimes,dvae,47,116,0,1
9489,nytimes,dvae,47,120,1,1
9490,nytimes,dvae,47,121,1,1
9491,nytimes,dvae,47,124,1,1
9492,nytimes,dvae,47,125,1,1
9493,nytimes,dvae,47,126,1,1
9494,nytimes,dvae,47,134,1,1
9495,nytimes,dvae,47,135,1,1
9496,nytimes,dvae,47,138,1,1
9497,nytimes,dvae,47,139,1,1
9498,nytimes,dvae,47,151,1,1
9499,nytimes,dvae,47,154,1,0
9500,nytimes,dvae,47,159,1,1
9501,nytimes,dvae,47,160,1,1
9502,nytimes,dvae,0,0,1,1
9503,nytimes,dvae,0,1,1,1
9504,nytimes,dvae,0,6,0,1
9505,nytimes,dvae,0,8,1,1
9506,nytimes,dvae,0,19,1,1
9507,nytimes,dvae,0,21,1,1
9508,nytimes,dvae,0,29,1,1
9509,nytimes,dvae,0,33,1,1
9510,nytimes,dvae,0,37,1,1
9511,nytimes,dvae,0,49,0,1
9512,nytimes,dvae,0,55,1,1
9513,nytimes,dvae,0,60,0,1
9514,nytimes,dvae,0,66,0,1
9515,nytimes,dvae,0,70,0,1
9516,nytimes,dvae,0,71,0,1
9517,nytimes,dvae,0,72,0,1
9518,nytimes,dvae,0,78,1,1
9519,nytimes,dvae,0,88,1,1
9520,nytimes,dvae,0,90,1,1
9521,nytimes,dvae,0,96,1,1
9522,nytimes,dvae,0,106,0,1
9523,nytimes,dvae,0,107,1,0
9524,nytimes,dvae,0,109,1,1
9525,nytimes,dvae,0,111,0,1
9526,nytimes,dvae,0,120,0,1
9527,nytimes,dvae,0,122,0,0
9528,nytimes,dvae,0,125,1,1
9529,nytimes,dvae,0,126,0,1
9530,nytimes,dvae,0,127,0,0
9531,nytimes,dvae,0,130,1,1
9532,nytimes,dvae,0,134,0,0
9533,nytimes,dvae,0,135,0,0
9534,nytimes,dvae,0,140,1,1
9535,nytimes,dvae,0,141,0,1
9536,nytimes,dvae,0,149,0,1
9537,nytimes,dvae,0,150,0,1
9538,nytimes,dvae,0,151,0,1
9539,nytimes,dvae,16,6,0,0
9540,nytimes,dvae,16,7,1,0
9541,nytimes,dvae,16,8,1,1
9542,nytimes,dvae,16,18,1,0
9543,nytimes,dvae,16,21,1,0
9544,nytimes,dvae,16,22,1,0
